image_name,quality_mos
4012_Outdoor_Scene_39.jpg,1
129_Indoor_Scene_1.jpg,0.960655155
1661_Lowlight_Scene_17.jpg,0.958268517
267_Indoor_Scene_2.jpg,0.942546932
787_Indoor_Scene_8.jpg,0.931640681
113_Indoor_Scene_1.jpg,0.931596064
3171_Night_Scene_29.jpg,0.915527019
3443_Night_Scene_32.JPG,0.913172328
1916_Lowlight_Scene_19.jpg,0.902430419
2286_Night_Scene_22.jpg,0.90161598
4064_Outdoor_Scene_40.jpg,0.90154222
3724_Outdoor_Scene_36.jpeg,0.899655049
214_Indoor_Scene_2.jpg,0.89433062
1456_Lowlight_Scene_14.jpg,0.89388789
2273_Night_Scene_22.jpg,0.893133464
2144_Lowlight_Scene_21.jpg,0.88921329
4288_Outdoor_Scene_41.jpg,0.887959927
2554_Night_Scene_24.jpg,0.887810375
1766_Lowlight_Scene_18.jpg,0.887240744
2691_Night_Scene_25.jpg,0.885571249
3543_Outdoor_Scene_33.JPG,0.885357094
1779_Lowlight_Scene_18.jpg,0.885001063
623_Indoor_Scene_6.jpg,0.884818688
93_Indoor_Scene_1.jpg,0.883928405
1702_Lowlight_Scene_17.jpg,0.883334641
4960_Outdoor_Scene_48.jpg,0.882696509
2841_Night_Scene_27.jpg,0.881853632
3276_Night_Scene_30.jpg,0.881621572
3158_Night_Scene_29.jpg,0.881501978
1206_Indoor_Scene_12.jpg,0.881163345
2888_Night_Scene_27.jpg,0.878605548
4240_Outdoor_Scene_41.jpg,0.878350574
2085_Lowlight_Scene_20.jpg,0.876390198
2112_Lowlight_Scene_20.jpg,0.875718113
551_Indoor_Scene_6.jpg,0.873576417
365_Indoor_Scene_4.jpg,0.872973905
5001_Outdoor_Scene_49.jpg,0.869801449
4249_Outdoor_Scene_41.jpg,0.869175286
3807_Outdoor_Scene_37.jpg,0.86731042
2943_Night_Scene_27.jpg,0.86506908
4343_Outdoor_Scene_42.jpg,0.864560896
935_Indoor_Scene_9.jpg,0.8638209
2692_Night_Scene_25.jpg,0.862779328
1419_Lowlight_Scene_14.jpg,0.862084452
4946_Outdoor_Scene_48.jpg,0.861839867
4272_Outdoor_Scene_41.jpg,0.861258367
2563_Night_Scene_24.jpg,0.861009406
2378_Night_Scene_23.jpg,0.860870411
135_Indoor_Scene_1.jpg,0.860632545
1839_Lowlight_Scene_18.jpg,0.860017149
3141_Night_Scene_29.jpg,0.859767444
2928_Night_Scene_27.jpg,0.859396044
2987_Night_Scene_28.jpg,0.857336789
4623_Outdoor_Scene_44.jpg,0.856683922
1233_Indoor_Scene_12.JPG,0.856665957
1028_Indoor_Scene_10.jpg,0.856002149
1523_Lowlight_Scene_15.jpg,0.855179587
982_Indoor_Scene_9.jpg,0.85387859
2785_Night_Scene_26.jpg,0.853753773
4458_Outdoor_Scene_43.jpg,0.853489605
2376_Night_Scene_23.jpg,0.850666533
5079_Outdoor_Scene_49.jpg,0.84990777
