image_name,quality_mos
0_Indoor_Scene_0.jpg,0.632436624
1000_Indoor_Scene_10.jpg,0.280961034
1001_Indoor_Scene_10.jpg,0.178275301
1002_Indoor_Scene_10.jpg,0.489939835
1003_Indoor_Scene_10.jpg,0.718803455
1004_Indoor_Scene_10.jpg,0.531146406
1005_Indoor_Scene_10.jpg,0.660076856
1006_Indoor_Scene_10.jpg,0.62323373
1007_Indoor_Scene_10.jpg,0.725557421
1008_Indoor_Scene_10.jpg,0.609994104
1009_Indoor_Scene_10.jpg,0.307162744
100_Indoor_Scene_1.jpg,0.6051496
1010_Indoor_Scene_10.jpg,0.676050988
1011_Indoor_Scene_10.jpg,0.775754815
1012_Indoor_Scene_10.jpg,0.566427313
1013_Indoor_Scene_10.JPG,0.575089675
1014_Indoor_Scene_10.jpg,0.678839981
1015_Indoor_Scene_10.jpg,0.512710968
1016_Indoor_Scene_10.jpg,0.563497952
1017_Indoor_Scene_10.jpg,0.629155021
1018_Indoor_Scene_10.jpg,0.609645394
1019_Indoor_Scene_10.jpg,0.609052051
101_Indoor_Scene_1.jpg,0.411204632
1020_Indoor_Scene_10.jpg,0.713609309
1021_Indoor_Scene_10.jpg,0.700392621
1022_Indoor_Scene_10.jpg,0.628834411
1023_Indoor_Scene_10.jpg,0.54975752
1024_Indoor_Scene_10.jpg,0.695495745
1025_Indoor_Scene_10.jpg,0.698930149
1026_Indoor_Scene_10.jpg,0.690321178
1027_Indoor_Scene_10.jpg,0.765532015
1028_Indoor_Scene_10.jpg,0.856002149
1029_Indoor_Scene_10.jpg,0.568307073
102_Indoor_Scene_1.jpg,0.645073293
1030_Indoor_Scene_10.jpg,0.517611384
1031_Indoor_Scene_10.jpg,0.57727731
1032_Indoor_Scene_10.jpg,0.567486365
1033_Indoor_Scene_10.jpg,0.371279973
1034_Indoor_Scene_10.jpg,0.515213139
1035_Indoor_Scene_10.jpg,0.650694811
1036_Indoor_Scene_10.jpg,0.763596951
1037_Indoor_Scene_10.jpg,0.696747976
1038_Indoor_Scene_10.JPG,0.612046923
1039_Indoor_Scene_10.jpg,0.538897214
103_Indoor_Scene_1.jpg,0.601527069
1040_Indoor_Scene_10.jpg,0.632507547
1041_Indoor_Scene_10.jpg,0.716143638
1042_Indoor_Scene_10.jpg,0.616810937
1043_Indoor_Scene_10.jpg,0.627381621
1044_Indoor_Scene_10.jpg,0.576351968
1045_Indoor_Scene_10.jpg,0.675085436
1046_Indoor_Scene_10.jpg,0.726846953
1047_Indoor_Scene_10.jpg,0.637676121
1048_Indoor_Scene_10.jpg,0.540558025
1049_Indoor_Scene_10.jpg,0.627476286
104_Indoor_Scene_1.jpg,0.735351204
1050_Indoor_Scene_10.jpg,0.58032367
1051_Indoor_Scene_10.jpg,0.58343245
